date,total_count,nan_count,valid_count,monthly_cap,MSE,MAE,RMSE,NSE,Accuracy,mean_true,mean_pred
2018-01-01,1968,24,1944,150,17.143203235086308,3.0258613314562943,4.14043515045053,-2.819116659342237,53.73245431858189,7.682012195121951,5.035822855502677
2018-01-02,1968,24,1944,150,4.622660784082352,1.6279975875406314,2.1500373913219164,-0.04431218662660541,67.76513338203142,5.852439024390243,6.334756363285303
2018-01-03,1968,24,1944,150,1.3802310164098734,0.8438671575005476,1.1748323354461578,0.7823953139943579,-16.127577220281996,1.4317073170731707,1.8610384623982863
2018-01-04,1968,24,1944,150,1.9927668971059336,1.0633335497869976,1.411653957988973,0.5155699859330198,-42.59673868371476,-0.7428353658536586,-0.421518959253109
2018-01-05,1968,0,1968,150,1.7228247391291571,0.8472529061406184,1.3125641847655136,0.34466302025257334,-29.018957779007227,-0.04568089430894302,0.36141420230673454
2018-01-06,1968,0,1968,150,0.7567318943478301,0.6710737248028644,0.869903382191281,0.7263714168977051,-19.136845719790884,0.32052845528455276,0.8777120886444778
2018-01-07,1968,0,1968,150,0.9491776184869385,0.6738072972200556,0.974257470326473,0.6030747447089233,-21.055951376968363,0.4476626016260163,0.6584308664247179
2018-01-08,1968,0,1968,150,3.9816757123598605,1.4958104804020973,1.9954136694830624,0.6809578772878011,-10.259791415124031,1.6277439024390243,1.5589599769341955
2018-01-09,1968,0,1968,150,2.666342522318474,1.2242146774178098,1.6328939103072415,0.8600101594957202,10.867554988649186,3.103353658536585,2.8902736020187385
2018-01-10,1968,0,1968,150,2.295978708337086,1.1673887189170729,1.515248728208371,0.8971841277780686,4.476146837785611,3.1921747967479677,3.9569780681673823
2018-01-11,1968,0,1968,150,1.9034428432770985,1.082222036397002,1.3796531604998041,0.9137547997882067,21.18443815982607,2.885518292682927,3.6416505226085225
2018-01-12,1968,0,1968,150,2.0752306721635025,1.0673974137310744,1.440566094340521,0.8395981681090293,18.643074535112923,2.5894817073170735,3.0547786226412366
2018-01-13,1968,0,1968,150,1.859654387411481,1.0465224967191442,1.3636914560894928,0.7639427213101411,31.59957287023143,3.4091971544715447,3.5962328987089136
2018-01-14,1968,0,1968,150,4.421744767888504,1.4249789487679367,2.1027945139476905,0.7685084333727883,44.12944185023293,5.619715447154472,4.90369440560708
2018-01-15,1968,0,1968,150,2.4527781044726433,1.1621229782464866,1.566134765744201,0.6066169509778148,70.49850474103197,6.661178861788617,6.588072420971002
2018-01-16,1968,0,1968,150,2.4462885014744336,1.1411851894451168,1.5640615401813427,0.6452336670696841,63.12999581379908,5.7681910569105685,6.0977982448194386
2018-01-17,1968,0,1968,150,2.66911848938307,1.1744641092537742,1.6337437037011253,0.7084325212320632,73.89495374240404,6.38145325203252,6.359447575272704
2018-01-18,1968,0,1968,150,2.0047375856148113,0.9166574609291748,1.4158875610777897,0.27322494293888466,82.46787607894535,5.742682926829269,6.203738245991914
2018-01-19,1968,0,1968,150,1.8201642196085535,0.9516270363559507,1.3491346187866329,0.7500732305245938,72.48009554075274,6.0077743902439025,6.066265730066149
2018-01-20,1968,0,1968,150,1.468733463507595,0.8457580002072094,1.2119131418990368,0.7763886450632289,81.33907723745341,6.579217479674797,6.682364889828496
2018-01-21,1968,0,1968,150,2.1242853604066214,1.0907560609591502,1.4574928337410862,0.7324238863769525,60.22731342018231,5.858384146341463,6.37364923996885
2018-01-22,1968,0,1968,150,3.402257431523988,1.277577673108506,1.8445209219534453,0.678244749687392,71.0301221889534,6.313922764227642,6.489043866908859
2018-01-23,1968,0,1968,150,4.74206326928885,1.3904633720496762,2.177627899639617,0.3390077802291944,8.264133767487936,2.9752540650406507,4.244741574408181
2018-01-24,1968,0,1968,150,1.3156796027087927,0.796281770647465,1.1470307767051382,0.7018109475403421,-6.813012590134049,0.06021341463414634,0.7180625934615374
2018-01-25,1968,0,1968,150,1.0217085566524433,0.7426769334789767,1.010796001502006,0.6774013254468033,19.77410882591245,-2.0700203252032523,-1.6363587494550569
2018-01-26,1968,0,1968,150,1.2786276279916144,0.8336871756384943,1.1307641787709826,0.5644973081476157,34.620070217703436,-2.7188516260162605,-1.972054692111662
2018-01-27,1963,0,1963,150,1.6743266147454963,1.0116003614587978,1.2939577329826104,0.655008049566475,51.59731957498646,-3.3644421803362197,-2.4443803807289752
2018-01-28,1968,0,1968,150,1.9587104690450625,1.0567597790175642,1.3995393774542617,0.7060214097405558,3.5501484991061982,-2.380386178861788,-2.031904516117986
2018-01-29,1968,0,1968,150,1.2914498680725106,0.8956534425211253,1.136419758747845,0.8382154705653274,25.78483012068491,-1.449339430894309,-0.9696875452849545
2018-01-30,1968,0,1968,150,1.6095541039030843,0.9681729363368357,1.2686820342004865,0.6984536337799281,-13.333793329985365,1.256808943089431,0.953092842475835
2018-01-31,1968,0,1968,150,3.2506669807587536,1.3509465582346036,1.8029606154208564,0.7661011548615603,-6.169135680206961,1.2338414634146342,1.4483844813056919
2018-02-01,1968,0,1968,150,1.4868658744517596,0.9101727689417979,1.219371097923745,0.8198937676329499,35.61044580350058,2.790752032520325,2.598946488736331
2018-02-02,1968,0,1968,150,2.155613908881024,1.1403414063542754,1.4682009088953132,0.8415459579731137,24.659163627983517,2.172815040650406,2.603415270002343
2018-02-03,1968,0,1968,150,1.214233873821507,0.8495705465662173,1.1019228075602696,0.8730851231942152,36.18818250135796,0.012042682926829263,0.46167491168319436
2018-02-04,1968,0,1968,150,1.3121447756109872,0.8897735162764954,1.1454888806142935,0.885363861399554,33.7256497509086,0.3083333333333333,0.613286574903073
2018-02-05,1968,0,1968,150,2.162140563833497,1.0990915912617094,1.4704218999435152,0.8942825619787513,25.37325806344326,1.9819105691056909,2.093424493121835
2018-02-06,1968,0,1968,150,1.962001852187861,1.0762732529812076,1.4007147647497191,0.8835252810122824,11.76254243120659,3.2765752032520323,3.834855545227931
2018-02-07,1968,0,1968,150,2.2200715477512647,1.1936954355606884,1.4899904522349345,0.8682237048370258,-3.7487136150780254,3.9615345528455284,4.536337360018441
2018-02-08,1968,0,1968,150,2.0121095144736483,1.0657563786445883,1.4184884611704278,0.8389098888702647,66.00436980411244,6.492479674796749,6.0801456595720405
2018-02-09,1968,0,1968,150,2.5229383383224815,1.168120579008104,1.5883760065936785,0.5604310347593022,83.82326263257193,8.105945121951219,7.274644928469466
2018-02-10,1968,0,1968,150,2.4144043312412866,1.1787468296628683,1.5538353616909633,0.7918768691300268,19.209940938587234,4.78119918699187,5.399719036867068
2018-02-11,1968,0,1968,150,2.6738493502870533,1.234874668164459,1.6351909216623768,0.8477694521777431,36.78624925211342,5.227947154471545,5.231985971185841
2018-02-12,1968,0,1968,150,2.585264582015418,1.2081726083208286,1.6078757980688116,0.8685637262912393,37.560455555228536,5.9194105691056915,6.078413464358962
2018-02-13,1968,0,1968,150,3.696628882395771,1.4504384607754317,1.9226619261835325,0.8329587080253669,77.1983772879659,9.766565040650406,9.04204811079511
2018-02-14,1968,0,1968,150,4.400832560512802,1.4663904437325834,2.0978161407789773,0.4310214321866046,84.47355507596268,10.139684959349594,10.515264435572837
2018-02-15,1968,0,1968,150,4.183160897522743,1.3655126500014865,2.04527770669969,0.12997698856509055,72.92754655412557,6.688465447154472,7.755547024374423
2018-02-16,1968,0,1968,150,3.2617767948632563,1.299188911662687,1.806038979331082,0.7557601791638555,80.43117536498929,8.45599593495935,8.172499213734929
2018-02-17,1968,0,1968,150,2.981654442039704,1.18624204372972,1.7267467799418954,0.6164585576667816,86.08624514389018,9.189888211382112,9.380423108494378
2018-02-18,1968,0,1968,150,2.4488999561113958,0.9711471816873164,1.5648961486665482,-0.4121137376202122,84.72765613392775,6.661432926829268,7.398415887016591
2018-02-19,1755,0,1755,150,1.3793999732891606,0.82539509721631,1.1744785963520836,0.5355267705500515,85.06821011719518,6.23059829059829,6.4776507766158495
2018-02-20,1968,0,1968,150,1.544321369534982,0.809790358698465,1.2427072742745904,-0.09532551234628928,86.23432815254758,6.142276422764228,6.5715849922924505
2018-02-21,1968,0,1968,150,2.4067579285716167,1.1355062814667911,1.5513729173127964,0.16945014716601448,73.54614826536134,5.426880081300813,6.298076462789961
2018-02-22,1968,0,1968,150,6.5106273421852,1.7931642585523935,2.5515930988669018,0.5617760260538378,66.70174515340975,7.484197154471546,7.126432700478755
2018-02-23,1968,0,1968,150,3.64110711588131,1.432125827452505,1.9081685239730033,0.715336127134625,84.40841072576804,10.917733739837397,10.218630586944357
2018-02-24,1968,0,1968,150,4.06197059031641,1.3821556857105617,2.0154331024165524,0.6951014394323263,79.13044467268998,8.717479674796747,9.658113230023593
2018-02-25,1968,0,1968,150,3.2024490556373797,1.293809096913073,1.7895387829374862,0.7706008282320326,80.68129403681418,8.192327235772357,8.230865431269933
2018-02-26,1968,0,1968,150,3.8629124539605115,1.466167750522661,1.965429330696098,0.7542359123853242,87.3737717144271,12.52433943089431,11.578520376479435
2018-02-27,1968,0,1968,150,2.7881852618207383,1.186530608181062,1.669785992820858,-0.6934158376824988,88.2491382344112,10.140548780487807,10.337716197579857
2018-02-28,1968,0,1968,150,2.2845300594508546,1.1256247715736794,1.5114661952722774,0.7909293995415058,90.43287588289643,12.267123983739836,11.999951633253717
2018-03-01,1968,0,1968,150,4.397632373728979,1.4374020681633213,2.0970532596309943,0.5794887342800448,85.6258636691455,10.372815040650407,11.002977890939247
2018-03-02,1968,0,1968,150,1.991777064119111,1.011069795125868,1.4113033210898043,0.38609467012269116,89.5528210445541,9.840752032520324,9.761307153033048
2018-03-03,1968,0,1968,150,4.086474282168702,1.383266765437036,2.021502976047451,0.6819923439463054,90.9158865857094,14.07658727907787,13.116924528910861
2018-03-04,1968,0,1968,150,5.743615212618571,1.5234200496983723,2.3965840716775557,0.6807243234534284,87.73247181096512,12.073323170731708,12.492101440100166
2018-03-05,1968,0,1968,150,2.9319721751818224,1.2182731066232289,1.712300258477415,0.3074918510320287,86.91224439892807,9.463008130081299,8.760127632023115
2018-03-06,1968,0,1968,150,3.570939819929374,1.246763400721356,1.8896930491297717,-0.32087759735545807,74.896402134387,5.599441056910568,6.294868238633725
2018-03-07,1968,0,1968,150,1.572291541271646,0.9257435467128255,1.2539104997054797,0.7031363191818416,75.13302282369425,5.585060975609756,5.77421583751845
2018-03-08,1968,0,1968,150,2.9950682149576395,1.2004633233776483,1.7306265382680457,0.801593915703392,74.56086835751236,7.816666666666667,7.595121475958788
2018-03-09,1968,0,1968,150,1.8047284505228403,1.0224878080492097,1.3434018202022953,0.8853313736586911,86.18589514522964,9.46219512195122,9.549263639663293
2018-03-10,1968,0,1968,150,3.113965849815829,1.3341467949917647,1.7646432641799954,0.8274073158611407,89.76970795001029,13.770528455284554,12.937575023106444
2018-03-11,1968,0,1968,150,2.054597647215345,1.100305941046738,1.4333867751641025,0.8746634618555903,92.00167025329483,14.31803861788618,14.11456594525314
2018-03-12,1968,0,1968,150,3.0417810804665053,1.2292966231098021,1.744070262479842,0.8507061680379344,92.41662855053886,16.36864837398374,15.898509528094191
2018-03-13,1968,0,1968,150,2.252842508715386,1.0798359600993674,1.5009472038400904,0.8209189035313215,94.00261257438072,17.86905487804878,17.407344386102707
2018-03-14,1968,0,1968,150,2.2202834275298744,1.0374825322046513,1.4900615515910323,0.8068248309562078,94.26723991222896,18.004573170731707,17.71898727470297
2018-03-15,1968,0,1968,150,7.175791526867355,1.88179080878816,2.6787667921764586,0.7625454786636208,87.07870190568802,16.833790650406502,17.48649482974192
2018-03-16,1968,0,1968,150,4.902694224200767,1.6001076475876133,2.2142028417018995,0.266109363175945,82.99063478137866,9.926981707317072,9.55766182144483
2018-03-17,1968,0,1968,150,3.435339403351141,1.2618081562402772,1.8534668606023526,0.40222031783196555,84.7152038504905,9.034146341463416,9.36935948525987
2018-03-18,1968,0,1968,150,1.7801053548376868,0.938269319476151,1.3342058892231314,0.0980643403390643,87.92624000168945,7.879014227642277,8.23095304597684
2018-03-19,1968,0,1968,150,2.4579148582437322,1.0030702635040127,1.5677738543054391,-0.3100720861478323,86.80193761684258,7.608790650406504,8.369034050683664
2018-03-20,1968,0,1968,150,3.4633046336509237,1.3819308882866932,1.8609956028026835,0.7240371413785005,76.22197608628365,8.34329268292683,8.39146744650675
2018-03-21,1968,0,1968,150,1.6116440111305526,0.9496683360115299,1.269505419890184,0.8845015920743744,89.51909809295803,9.943546747967481,9.977466601666396
2018-03-22,1968,0,1968,150,4.13625586853952,1.3389523706300472,2.033778716709249,0.7893118396378886,90.04050037262945,13.251016260162602,12.726717919595842
2018-03-23,1968,0,1968,150,3.7114351437950224,1.432640906465732,1.9265085371715907,0.7665797391864058,91.61053814935502,17.40127032520325,16.62412316333957
2018-03-24,1968,0,1968,150,2.691148681925535,1.1497696224266922,1.6404720911754442,0.648157121020208,92.78857884133774,15.541768292682926,15.671866105339392
2018-03-25,1968,0,1968,150,1.7651294507838178,1.0028404668094666,1.328581744110545,0.828114766760883,93.13057038471177,14.966412601626017,15.223433406856971
2018-03-26,1968,0,1968,150,2.5382929233065017,1.1057199663747617,1.5932020974460528,0.8395970466641411,93.40013880907468,16.657418699186994,16.63467070072647
2018-03-27,1968,0,1968,150,2.4214253747898193,1.1263202505383065,1.5560929839793698,0.8986614349053068,94.20687673714976,19.42372967479675,19.02866965435385
2018-03-28,1968,0,1968,150,1.79840905524503,0.9787492877584161,1.3410477453264034,0.9034701795225106,95.18959476088287,20.889735772357724,20.829032818718655
2018-03-29,1968,0,1968,150,2.5021448831298896,1.1297965722355416,1.5818169562657651,0.7397946927275318,94.14534071749043,19.260365853658538,19.31404925168045
2018-03-30,1968,0,1968,150,1.9973852979924456,1.010327448980595,1.413288823274438,0.8628844309032605,94.3499108820021,18.066819105691057,18.184594695645618
2018-03-31,1968,0,1968,150,3.12017176767026,1.2361494990868298,1.766400794743441,0.7574092924415655,94.05422438537452,20.21666666666667,19.374380117509425
2018-04-01,1968,0,1968,150,3.1737411271747384,1.0866645068573202,1.7814996848651807,0.7891815873676249,94.8520846528255,20.880370161614934,20.77011690004085
2018-04-02,1965,0,1965,150,3.5411874914020527,1.233570638924021,1.8818043180421424,0.8468133881725399,94.61928928705481,22.416867009248307,21.90058184834837
2018-04-03,1968,0,1968,150,6.953404032999292,1.7517554629624374,2.6369307979162615,0.8245671041283269,90.33692952958803,22.516260162601625,22.960168832928186
2018-04-04,1968,0,1968,150,6.868061791898885,1.7611601964729588,2.6206987220775466,0.6603884396205512,85.19970342394575,12.710873983739837,13.112128774082757
2018-04-05,1968,0,1968,150,5.274862606900607,1.682006703741182,2.296706904875023,-0.8281175166193437,79.91661080911433,8.603150406504065,8.335662681881974
2018-04-06,1968,0,1968,150,2.722088177302639,1.2215494722029483,1.6498752005235544,0.8664219031565984,87.05795454541257,12.339939024390244,11.98385868830667
2018-04-07,1968,0,1968,150,3.1845387074406726,1.3542284850182573,1.78452758662921,0.8282048945032326,88.52463462887209,12.671798780487807,12.460899611314138
2018-04-08,1968,0,1968,150,3.6651378697583143,1.439048240436771,1.9144549798201875,0.8549540331354326,91.65226200152951,17.501880081300815,16.65235274981677
2018-04-09,1968,0,1968,150,2.372297229397519,1.202979558948579,1.5402263565455303,0.8954958490193623,93.935090445655,20.618750000000002,20.51719712968764
2018-04-10,1968,0,1968,150,3.922273197022155,1.4238760657426788,1.9804729730602624,0.78117482653958,93.87202534309525,23.065142276422762,22.262694816279218
2018-04-11,1968,0,1968,150,3.3863018431814753,1.2843579993015384,1.8401907083727695,0.605505100375892,94.3372095134916,22.14364837398374,21.49638927322093
2018-04-12,1968,0,1968,150,5.421397275027572,1.5448518966271627,2.328389416534007,0.6730269664879927,90.92887590944275,17.30035569105691,18.22193729247504
2018-04-13,1968,0,1968,150,4.537067797219106,1.4183935573430566,2.130039388654376,-0.05105747535811411,89.05477599774474,12.857621951219512,13.543621461565902
2018-04-14,1968,0,1968,150,2.4417481479180547,1.1276736543113033,1.562609403503657,0.6805146487386473,91.0146909082978,13.039245329429232,13.236945205345386
2018-04-15,1968,0,1968,150,1.5898016022261758,0.9721295274370085,1.2608733490030535,0.8858723946084717,93.06383946152874,14.662550813008131,14.480420591869974
2018-04-16,1968,0,1968,150,2.6122197824014126,1.1403579170141762,1.6162363015355807,0.8626852231223096,92.56827742510839,16.413109756097562,16.51227052134227
2018-04-17,1968,0,1968,150,1.4251108185302808,0.9232752770912357,1.1937800545034587,0.9300124615837928,94.88776068121584,19.116768292682927,19.116344338510096
2018-04-18,1968,0,1968,150,2.938910519270998,1.3197834273663962,1.714325091477984,0.8813373584893487,93.66253857946771,21.62164634146341,21.45263734047975
2018-04-19,1968,0,1968,150,1.9859147478374675,1.047590470314026,1.409224874829233,0.8959881047016657,95.53959530382396,23.75035569105691,23.285834999588445
2018-04-20,1968,0,1968,150,3.3216166884534886,1.3561571749656969,1.8225302983636482,0.7009534940519357,93.91892309575168,22.73357850948729,22.485381753948644
2018-04-21,1968,0,1968,150,4.107795132364916,1.445161490233344,2.02676962982104,0.4139391220795253,93.85356325873475,23.033939365939776,22.170604966520294
2018-04-22,1968,0,1968,150,8.383339753729508,1.9126767447139776,2.895399757154357,0.5811276904483469,89.4863640229714,18.576512265905457,19.83378016367191
2018-04-23,1968,0,1968,150,2.408117699107839,1.167782775657933,1.551811102907773,0.6294807638851927,92.5769577729983,15.904878048780489,15.64874348068625
2018-04-24,1968,0,1968,150,1.4090241719409253,0.8661957474258857,1.1870232398487088,0.6890274842075219,94.94541546591557,16.86016260162602,16.857044762227595
2018-04-25,1968,0,1968,150,1.488052044397235,0.8780746148853769,1.21985738690932,0.7233072621630958,94.8885342003254,16.916666666666668,16.843608571746486
2018-04-26,1968,0,1968,150,3.122007064606139,1.2127332369486492,1.7669202202154286,0.7188178425740419,93.6439032514374,18.68734756097561,18.36494021396327
2018-04-27,1968,0,1968,150,1.8221272419178776,1.0116045999333139,1.349861934391024,0.8984641303229365,95.04187840510325,20.859552845528455,20.75287268559138
2018-04-28,1968,0,1968,150,1.5491701629305756,0.8975195427251057,1.24465664459343,0.875094741350602,95.89056132219966,22.029776422764225,22.30895046780749
2018-04-29,1968,0,1968,150,2.8002427590762715,1.1406414401240466,1.6733925896442448,0.7641071810416247,95.10337545203538,22.663770325203252,22.57172898887619
2018-04-30,1968,0,1968,150,2.5834092550574987,1.1681265665263665,1.607298744806795,0.793745501590329,95.28551945589754,24.40177845528455,23.93072487425998
2018-05-01,1968,0,1968,150,3.203656205540554,1.2724471851093013,1.7898760307743533,0.6217474950554962,94.47469234506639,22.849136178861787,22.714523211242707
